category,city,Day,Delivery slot:,email_id,from,mapped_brands,Month,order_id,ordered_on,payment_mode,Placed on:,platform,postal_code,promotion_applied:,seller,user_code,Actual amount paid,Amazon Pay balance:,amount,Amount Paid,amount_order,Bank discount,Cart discount,Contribution,coupon_discount,Credit availed from bigbasket Wallet:,Debit applied from bigbasket Wallet:,Gift Wrap:,Loyalty Points Used,Myntra Credit*,Number of Records,offer_discount,Order Savings,payment_pending,quantity,saving,Service Fee,Shipping_and_Handling_charges,sno,sub _total,tax,time,Total saved,Total Savings:,Wallet used,You Paid
Baby & Toddler,,Thursday,,130988,auto-confirm@amazon.in,mee mee,10,171-4939765-9102757,17-10-2019 04:11:44 am,,,Amazon,122002,,Cloudtail India,csqx53sz,0,0,323,0,265,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,323,0,4,0,0,0,0
Electronics,,Saturday,,11305,auto-confirm@amazon.in,mi,9,171-4944388-5139523,28-09-2019 06:57:12 am,,,Amazon,273302,,Darshita Electronics,csugh4kw,0,0,5499,0,4949.1,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,5499,0,6,0,0,0,0
Apparel & Accessories,Nagar,Sunday,,2966,auto-confirm@amazon.in,marutinandan nx,11,171-4946663-2326737,24-11-2019 03:37:05 am,,,Amazon,282010,,MARUTINANDAN NX,cs8tztnl,0,0,299,0,349,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,100,,299,0,3,0,0,0,0
Apparel & Accessories,,Wednesday,,12858,auto-confirm@amazon.in,alan jones clothing,12,171-4949526-1190727,11-12-2019 04:27:09 am,,,Amazon,754219,,,crl2obok,0,0,664,0,664,0,0,,0,0,0,0,0,0,1,0,,664,1,0,0,40,,664,0,4,0,0,0,0
Electronics,,Wednesday,,12403,auto-confirm@amazon.in,vuffuw,10,171-4951581-0109921,30-10-2019 03:25:38 pm,,,Amazon,400053,,Cloudtail2018,cszaiuop,0,0,791,0,791,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,791,0,15,0,0,0,0
Office Supplies,,Friday,,137206,auto-confirm@amazon.in,bungbee,12,171-4955096-8811514,13-12-2019 08:32:10 am,,,Amazon,110019,,,crk7wh6l,0,0,849,0,849,0,0,,0,0,0,0,0,0,1,0,,849,1,0,0,0,,849,0,8,0,0,0,0
Electronics,Jabalpur,Saturday,,53106,auto-confirm@amazon.in,generic,9,171-4956367-4238745,21-09-2019 02:42:24 pm,,,Amazon,482001,,Shrivastava Traders,crz9oq8w,0,0,50,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,45,,50,0,14,0,0,0,0
"Food, Beverages & Tobacco",,Thursday,,49795,auto-confirm@amazon.in,,10,171-4958525-1714735,03-10-2019 09:15:13 am,,,Amazon,146105,,Repro Books on Demand,csmj7cd9,0,84,84,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,84,0,9,0,0,0,0
Apparel & Accessories,,Wednesday,,46133,auto-confirm@amazon.in,bersache,7,171-4979043-5931526,24-07-2019 05:37:58 pm,,,Amazon,146105,,BERSACHE,csmj7cd9,0,198,198,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,198,0,17,0,0,0,0
Apparel & Accessories,Nagar,Monday,,120495,auto-confirm@amazon.in,indus route by pantaloons,11,171-4994433-3076329,18-11-2019 09:30:35 am,,,Amazon,452005,,Cloudtail India,ctaqsdm4,0,0,449,0,449,0,0,,0,0,0,0,0,0,1,0,,449,1,0,0,0,,449,0,9,0,0,0,0
Apparel & Accessories,,Saturday,,11314,auto-confirm@amazon.in,vazee,9,171-5000576-8924338,28-09-2019 07:35:19 am,,,Amazon,273302,,VAZEE SHOES,csugh4kw,0,0,549,0,549,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,549,0,7,0,0,0,0
Home & Garden,,Wednesday,,15959,auto-confirm@amazon.in,la,12,171-5011383-2901159,11-12-2019 05:33:02 pm,,,Amazon,400706,,,csdnrykr,0,0,1890,0,1790,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,1890,0,17,0,0,0,0
Health & Beauty,Obra,Monday,,88129,auto-confirm@amazon.in,dabur,12,171-5024938-2984311,02-12-2019 02:36:28 pm,,,Amazon,231219,,Cloudtail India,cslrthne,0,0,292,0,2033.2,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,40,,2392,0,14,0,0,0,0
Health & Beauty,Obra,Monday,,88129,auto-confirm@amazon.in,parachute,12,171-5024938-2984311,02-12-2019 02:36:28 pm,,,Amazon,231219,,Cloudtail India,cslrthne,0,0,292,0,2033.2,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,40,,2392,0,14,0,0,0,0
"Food, Beverages & Tobacco",Obra,Monday,,88129,auto-confirm@amazon.in,fortune,12,171-5024938-2984311,02-12-2019 02:36:28 pm,,,Amazon,231219,,Amazon Retail,cslrthne,0,0,292,0,2033.2,0,0,,0,0,0,0,0,0,1,0,,0,4,0,0,40,,2392,0,14,0,0,0,0
Health & Beauty,,Tuesday,,171633,auto-confirm@amazon.in,indus valley,6,171-5058161-7337917,25-06-2019 02:31:28 am,,,Amazon,122001,,BUYORGANIC,cslt8u6z,0,0,559,0,559,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,559,0,2,0,0,0,0
Home & Garden,,Thursday,,23602,auto-confirm@amazon.in,intex,8,171-5069545-4927502,15-08-2019 06:46:23 am,,,Amazon,600012,,Cloudtail India,cspjw2bi,0,0,6699,0,6699,0,0,,0,0,0,0,0,0,1,0,,6699,1,0,0,0,,6699,0,6,0,0,0,0
Electronics,,Sunday,,20186,auto-confirm@amazon.in,caseria,9,171-5090002-4467546,08-09-2019 07:18:01 pm,,,Amazon,334001,,snake cases,cs5cen43,0,0,149,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,149,0,19,0,0,0,0
Health & Beauty,Nagar,Friday,,20650,auto-confirm@amazon.in,mamaearths,12,171-5091627-5921111,13-12-2019 12:49:48 pm,,,Amazon,560016,,Cloudtail India,cscse096,0,0,456,0,456,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,456,0,12,0,0,0,0
Arts & Entertainment,,Friday,,261324,auto-confirm@amazon.in,beato,10,171-5110859-3787534,18-10-2019 12:52:13 pm,,,Amazon,462042,,EMAZING DEALS,csb8cc10,0,0,699,0,699,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,699,0,12,0,0,0,0
Arts & Entertainment,,Monday,,674,auto-confirm@amazon.in,aerospace,11,171-5123455-2033126,18-11-2019 05:51:17 am,,,Amazon,124106,,Wales Incorp,cslrthp7,0,0,475,0,515,0,0,,0,0,0,0,0,0,1,0,,515,1,0,0,40,,475,0,5,0,0,0,0
Health & Beauty,,Monday,,57385,auto-confirm@amazon.in,fresh,9,171-5139143-0894744,23-09-2019 06:40:56 pm,,,Amazon,452001,,Cloudtail India,cspjw2g3,0,75,189,0,114,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,189,0,18,0,0,0,0
Apparel & Accessories,,Thursday,,41334,auto-confirm@amazon.in,wexford,10,171-5142910-8230718,24-10-2019 02:20:39 pm,,,Amazon,606708,,BodyGlove Apparel Online,ct22bze4,0,0,439,0,439,0,0,,0,0,0,0,0,0,1,0,,439,1,0,0,40,,439,0,14,0,0,0,0
"Food, Beverages & Tobacco",Nagar,Thursday,,120693,auto-confirm@amazon.in,maggi,11,171-5177229-7537166,21-11-2019 04:50:54 am,,,Amazon,452005,,Amazon Retail,ctaqsdm4,0,0,120,0,120,0,0,,0,0,0,0,0,0,1,0,,120,1,0,0,0,,120,0,4,0,0,0,0
Electronics,,Wednesday,,2250,auto-confirm@amazon.in,pke,9,171-5208571-2089969,25-09-2019 05:11:17 pm,,,Amazon,321408,,KNK-MPL,csmcpyxb,0,31,35,0,4,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,35,0,17,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,262256,auto-confirm@amazon.in,jyoti,11,171-5226074-3624318,10-11-2019 05:52:33 pm,,,Amazon,462042,,JBstores,csb8cc10,0,0,260,0,670,0,0,,0,0,0,0,0,0,1,0,,0,2,0,0,150,,520,0,17,0,0,0,0
Home & Garden,,Sunday,,262252,auto-confirm@amazon.in,smart shelter,11,171-5239782-1692307,10-11-2019 02:49:24 pm,,,Amazon,462042,,Smart Shelter,csb8cc10,0,0,419,0,419,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,419,0,14,0,0,0,0
Health & Beauty,,Friday,,4177,auto-confirm@amazon.in,mi,10,171-5240498-2321146,04-10-2019 01:14:12 pm,,,Amazon,832302,,Cloudtail India,csmcpy54,0,0,1099,0,1099,0,0,,0,0,0,0,0,0,1,0,,1099,1,0,0,40,,1099,0,13,0,0,0,0
Arts & Entertainment,,Thursday,,169916,auto-confirm@amazon.in,bomega,5,171-5242244-5871521,23-05-2019 02:04:37 am,,,Amazon,122001,,A.s International,cslt8u6z,0,0,378,0,675,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,675,0,2,0,0,0,0
Arts & Entertainment,,Thursday,,169916,auto-confirm@amazon.in,kayra decor,5,171-5242244-5871521,23-05-2019 02:04:37 am,,,Amazon,122001,,Cloudtail India,cslt8u6z,0,0,378,0,675,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,675,0,2,0,0,0,0
Home & Garden,,Thursday,,169916,auto-confirm@amazon.in,decals design,5,171-5242244-5871521,23-05-2019 02:04:37 am,,,Amazon,122001,,Cloudtail India,cslt8u6z,0,0,378,0,675,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,675,0,2,0,0,0,0
Electronics,,Monday,,12858,auto-confirm@amazon.in,strontium,9,171-5244501-0605947,30-09-2019 02:00:38 pm,,,Amazon,302015,,Appario Retail Private Ltd,crfqp5wl,0,0,299,0,583,0,0,,0,0,0,0,0,0,1,0,,0,2,0,0,40,,598,0,14,0,0,0,0
Electronics,,Sunday,,1675,auto-confirm@amazon.in,,12,171-5256205-6273946,08-12-2019 12:20:49 pm,,,Amazon,841439,,ShopMagics,crxldt57,0,0,299,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,299,0,12,0,0,0,0
Electronics,,Tuesday,,4002,auto-confirm@amazon.in,huawei,10,171-5285219-6008344,22-10-2019 06:05:54 am,,,Amazon,395007,,Appario Retail Private Ltd,cs3t9wks,0,0,186,0,120.9,0,0,,0,0,0,0,0,0,1,0,,120.9,1,0,0,40,,186,0,6,0,0,0,0
Health & Beauty,,Saturday,,341,auto-confirm@amazon.in,trendy trotters,8,171-5295190-9225127,10-08-2019 09:13:25 am,,,Amazon,173212,,Trendy Trotters,cs8tztrr,0,0,349,0,414,0,0,,0,0,0,0,0,0,1,0,,414,1,0,0,65,,349,0,9,0,0,0,0
Media,,Wednesday,,10288,auto-confirm@amazon.in,the,9,171-5315052-9252367,18-09-2019 03:34:51 pm,,,Amazon,148106,,,cs1wf5pz,0,0,1400,0,1400,0,0,,0,0,0,0,0,0,1,0,,1400,1,0,0,0,,1400,0,15,0,0,0,0
Apparel & Accessories,Chakan,Monday,,5619,auto-confirm@amazon.in,banjara,9,171-5340749-5642701,23-09-2019 01:59:51 pm,,,Amazon,410501,,Cloudtail India,csunm8wy,0,0,226,0,266,0,0,,0,0,0,0,0,0,1,0,,266,1,0,0,40,,226,0,13,0,0,0,0
Apparel & Accessories,,Monday,,194612,auto-confirm@amazon.in,van heusen,11,171-5349201-6888305,04-11-2019 10:47:48 am,,,Amazon,302026,,Cloudtail India,crpaayev,0,0,259,0,259,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,259,0,10,0,0,0,0
Home & Garden,,Wednesday,,64426,auto-confirm@amazon.in,pledge,12,171-5366169-6586767,11-12-2019 08:49:06 am,,,Amazon,400018,,,ct22bz9j,0,0,328,0,656,0,0,,33.9,0,0,0,0,0,1,0,,0,2,0,0,40,,656,0,8,33.9,0,0,0
Health & Beauty,Nagar,Sunday,,107986,auto-confirm@amazon.in,mensome,10,171-5374918-5635567,06-10-2019 01:21:58 pm,,,Amazon,110060,,Padam Shree Marketing,csv29fyc,0,0,435,0,435,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,435,0,13,0,0,0,0
Electronics,,Sunday,,260614,auto-confirm@amazon.in,life like,10,171-5378427-5093138,06-10-2019 08:56:03 pm,,,Amazon,462042,,Life Like,csb8cc10,0,0,899,0,899,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,899,0,20,0,0,0,0
Health & Beauty,,Sunday,,3571,auto-confirm@amazon.in,philips,9,171-5380393-8017947,29-09-2019 04:21:56 am,,,Amazon,700054,,Cloudtail India,cspjw28w,0,0,999,0,999,0,0,,0,0,0,0,0,0,1,0,,999,1,0,0,40,,999,0,4,0,0,0,0
Electronics,,Monday,,20083,auto-confirm@amazon.in,punix,9,171-5385305-4087521,02-09-2019 08:13:05 am,,,Amazon,334001,,PUNIX,cs5cen43,0,0,499,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,60,,499,0,8,0,0,0,0
Health & Beauty,,Monday,,234,auto-confirm@amazon.in,arochem,11,171-5393039-3660369,11-11-2019 01:09:27 pm,,,Amazon,500048,,Smit_Enterprise,csufrv3q,0,0,141,0,206,0,0,,0,0,0,0,0,0,1,0,,206,1,0,0,65,,141,0,13,0,0,0,0
Home & Garden,,Tuesday,,15804,auto-confirm@amazon.in,home puff,12,171-5403739-0572347,03-12-2019 03:35:16 am,,,Amazon,411017,,Cloudtail India,cs9ir1ep,0,0,599,0,599,0,0,,0,0,0,0,0,0,1,0,,599,1,0,0,40,,599,0,3,0,0,0,0
Home & Garden,,Tuesday,,194696,auto-confirm@amazon.in,autographix,11,171-5426494-6606710,05-11-2019 09:57:19 am,,,Amazon,302026,,Rajasthani Art Shop,crpaayev,0,0,265,0,265,0,0,,0,0,0,0,0,0,1,0,,265,1,0,0,0,,265,0,9,0,0,0,0
Home & Garden,,Tuesday,,262310,auto-confirm@amazon.in,peculiar stoneage,11,171-5442780-8781937,12-11-2019 12:15:18 am,,,Amazon,462042,,StoneAge India,csb8cc10,0,0,599,0,599,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,599,0,0,0,0,0,0
Electronics,,Wednesday,,23232,auto-confirm@amazon.in,boat,10,171-5454357-5239562,02-10-2019 03:07:38 pm,,,Amazon,395004,,Appario Retail Private Ltd,cs3mv12w,0,0,499,0,499,0,0,,0,0,0,0,0,0,1,0,,499,1,0,0,0,,499,0,15,0,0,0,0
Electronics,,Tuesday,,57368,auto-confirm@amazon.in,amazonbasics,9,171-5455388-3760323,17-09-2019 07:18:19 pm,,,Amazon,400056,,Cloudtail India,cslem0jz,0,0,699,0,199,0,0,,0,0,0,0,0,0,1,0,,199,1,0,0,40,,699,0,19,0,0,0,0
Apparel & Accessories,,Thursday,,1055,auto-confirm@amazon.in,finz,11,171-5481014-6141951,07-11-2019 06:14:42 am,,,Amazon,173229,,KadakDeal,cs8tztrr,0,0,610,0,610,0,0,,0,0,0,0,0,0,1,0,,610,1,0,0,0,,610,0,6,0,0,0,0
Apparel & Accessories,,Monday,,5342,auto-confirm@amazon.in,difference of opinion,10,171-5482742-8004369,14-10-2019 05:08:50 pm,,,Amazon,825301,,Elcinco,cst3yhsf,0,0,342,0,342,0,0,,0,0,0,0,0,0,1,0,,342,1,0,0,0,,342,0,17,0,0,0,0
Electronics,,Thursday,,23254,auto-confirm@amazon.in,artis,10,171-5484980-2979514,03-10-2019 05:00:12 am,,,Amazon,395004,,Appario Retail Private Ltd,cs3mv12w,0,0,1999,0,1799,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,1999,0,5,0,0,0,0
Luggage & Bags,,Thursday,,74105,auto-confirm@amazon.in,juarez,10,171-5494100-3063538,03-10-2019 10:03:15 am,,,Amazon,313301,,Appario Retail Private Ltd,cs1wf6bq,0,0,1690,0,1397,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,1690,0,10,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,tata sampann,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Amazon Retail,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,amazon,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Cloudtail India,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,amazon,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Cloudtail India,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,amazon,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Cloudtail India,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,tata sampann,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Amazon Retail,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,amazon,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Cloudtail India,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,37268,auto-confirm@amazon.in,amazon,7,171-5495102-2153132,14-07-2019 06:09:42 am,,,Amazon,324002,,Cloudtail India,cs6tv4t1,0,145,117,0,745,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,890,0,6,0,0,0,0
Apparel & Accessories,,Saturday,,57572,auto-confirm@amazon.in,ethics,9,171-5523866-1748365,28-09-2019 12:10:04 pm,,,Amazon,452001,,Bulk House,cspjw2g3,0,0,189,0,189,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,189,0,12,0,0,0,0
Electronics,Ajmer,Saturday,,14855,auto-confirm@amazon.in,zoook,9,171-5528209-5405960,28-09-2019 07:51:35 am,,,Amazon,305901,,Appario Retail Private Ltd,csbl28ao,0,0,218,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,218,0,7,0,0,0,0
Luggage & Bags,,Tuesday,,108659,auto-confirm@amazon.in,mammon,11,171-5529347-2367506,19-11-2019 11:10:58 am,,,Amazon,400708,,Retail studio,crzokjl2,0,0,189,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,189,0,11,0,0,0,0
Electronics,Patna,Sunday,,9195,auto-confirm@amazon.in,blackcat,5,171-5561214-6925923,19-05-2019 10:04:54 am,,,Amazon,497331,,MyAutozone,cstybpef,0,0,215,0,255,0,0,,0,0,0,0,0,0,1,0,,255,1,0,0,40,,215,0,10,0,0,0,0
"Food, Beverages & Tobacco",,Monday,,14579,auto-confirm@amazon.in,,11,171-5565754-2685129,18-11-2019 04:51:44 am,,,Amazon,560040,,,crk4rf6p,0,0,197,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,197,0,4,0,0,0,0
Home & Garden,,Sunday,,260605,auto-confirm@amazon.in,beato,10,171-5572548-4582737,06-10-2019 01:39:23 pm,,,Amazon,462042,,ONLINEMEDS+,csb8cc10,0,0,435,0,435,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,435,0,13,0,0,0,0
Health & Beauty,,Thursday,,49791,auto-confirm@amazon.in,cinthol,10,171-5597870-6918722,03-10-2019 08:18:57 am,,,Amazon,146105,,Cloudtail India,csmj7cd9,0,0,130,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,130,0,8,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,130441,auto-confirm@amazon.in,organic india,9,171-5611163-8917934,29-09-2019 06:31:46 pm,,,Amazon,122003,,HRD INDIA BIZ,csqx53sz,0,0,125,0,125,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,125,0,18,0,0,0,0
Electronics,,Wednesday,,200943,auto-confirm@amazon.in,realme,10,171-5612324-2893152,02-10-2019 12:52:32 pm,,,Amazon,410218,,Darshita Electronics,cs7puvzc,0,0,9999,0,8999.1,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,9999,0,12,0,0,0,0
Apparel & Accessories,,Monday,,53727,auto-confirm@amazon.in,mj 925,11,171-5648215-1436349,18-11-2019 03:35:00 pm,,,Amazon,122006,,MJ 925 Silver,csqglyge,0,0,530,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,530,0,15,0,0,0,0
Apparel & Accessories,,Friday,,9296,auto-confirm@amazon.in,jai textiles,9,171-5655059-9454762,27-09-2019 06:57:27 pm,,,Amazon,713341,,Jai Textiles,crwg57vo,0,0,349,0,427,0,0,,0,0,0,0,0,0,1,0,,427,1,0,0,78,,349,0,18,0,0,0,0
Electronics,,Friday,,4790,auto-confirm@amazon.in,samsung,10,171-5656975-1678730,11-10-2019 03:21:16 am,,,Amazon,490023,,AccessoriesWorlds,cs8tztum,0,0,157,0,216,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,59,,157,0,3,0,0,0,0
Apparel & Accessories,Patna,Thursday,,9245,auto-confirm@amazon.in,river hill,5,171-5664015-6893115,23-05-2019 04:38:28 am,,,Amazon,497331,,River Hill,cstybpef,0,0,349,0,349,0,0,,0,0,0,0,0,0,1,0,,349,1,0,0,0,,349,0,4,0,0,0,0
Apparel & Accessories,,Friday,,16349,auto-confirm@amazon.in,flite,9,171-5664808-4188352,13-09-2019 12:44:19 pm,,,Amazon,721131,,Cloudtail India,crtg79ov,0,0,159,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,159,0,12,0,0,0,0
Electronics,Nagar,Friday,,21006,auto-confirm@amazon.in,awinner,7,171-5677020-2368346,12-07-2019 06:09:35 pm,,,Amazon,110025,,Awinner Direct,cs8tztcp,0,0,299,0,299,0,0,,0,0,0,0,0,0,1,0,,299,1,0,0,0,,299,0,18,0,0,0,0
Apparel & Accessories,Nagar,Sunday,,105,auto-confirm@amazon.in,sparx,9,171-5705035-0921127,29-09-2019 03:48:28 pm,,,Amazon,411038,,Cloudtail India,csl2dqqu,0,0,686,0,686,0,0,,38.1,0,0,0,0,0,1,0,,0,1,0,0,40,,686,0,15,38.1,0,0,0
Home & Garden,,Thursday,,16704,auto-confirm@amazon.in,careway,12,171-5708349-6753947,05-12-2019 05:15:37 pm,,,Amazon,400706,,Cloudtail India,cs59vejf,0,0,243,0,283,0,0,,0,0,0,0,0,0,1,0,,283,1,0,0,40,,243,0,17,0,0,0,0
Apparel & Accessories,,Monday,,108925,auto-confirm@amazon.in,stylum,11,171-5708535-9696354,25-11-2019 11:53:23 am,,,Amazon,400708,,stylum,crzokjl2,0,0,1039,0,1039,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,1039,0,11,0,0,0,0
Health & Beauty,,Monday,,21570,auto-confirm@amazon.in,earth,7,171-5741048-1379538,15-07-2019 03:27:06 pm,,,Amazon,600019,,Sagar Designs Pvt Ltd,cspjw2bi,0,0,299,0,339,0,0,,0,0,0,0,0,0,1,0,,339,1,0,0,40,,299,0,15,0,0,0,0
Apparel & Accessories,Nagar,Friday,,119865,auto-confirm@amazon.in,puma,11,171-5747973-7194760,08-11-2019 09:45:13 am,,,Amazon,452005,,Cloudtail India,ctaqsdm4,0,0,471,0,471,0,0,,0,0,0,0,0,0,1,0,,471,1,0,0,0,,471,0,9,0,0,0,0
Electronics,,Sunday,,3532,auto-confirm@amazon.in,,10,171-5759104-7373954,06-10-2019 12:47:57 pm,,,Amazon,411030,,Appario.,cslrthhr,0,705,705,0,0,0,0,,33.9,0,0,0,0,0,1,0,,0,1,0,0,40,,705,0,12,33.9,0,0,0
Baby & Toddler,Thane,Friday,,12533,auto-confirm@amazon.in,the flyers bay,11,171-5759503-2927513,15-11-2019 02:21:08 pm,,,Amazon,401101,,Cloudtail India,cszaiuop,0,0,2699,0,2699,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,2699,0,14,0,0,0,0
Health & Beauty,,Monday,,4550,auto-confirm@amazon.in,horlicks,9,171-5761757-5805121,30-09-2019 12:12:02 pm,,,Amazon,753012,,Amazon Retail,cs8tzu5c,0,0,250,0,250,0,0,,0,0,0,0,0,0,1,0,,250,1,0,0,40,,250,0,12,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,262256,auto-confirm@amazon.in,jagdish farshan,11,171-5775411-7657118,10-11-2019 05:52:33 pm,,,Amazon,462042,,Jagdish Farshan,csb8cc10,0,0,160,0,1115,0,0,,0,0,0,0,0,0,1,0,,0,5,0,0,375,,740,0,17,0,0,0,0
"Food, Beverages & Tobacco",,Sunday,,262256,auto-confirm@amazon.in,jagdish farshan,11,171-5775411-7657118,10-11-2019 05:52:33 pm,,,Amazon,462042,,Jagdish Farshan,csb8cc10,0,0,160,0,1115,0,0,,0,0,0,0,0,0,1,0,,0,3,0,0,375,,740,0,17,0,0,0,0
Home & Garden,,Saturday,,128040,auto-confirm@amazon.in,fizzytech,9,171-5777392-7124312,07-09-2019 04:11:43 pm,,,Amazon,560066,,FIZZYTECH,cs5kl0sq,0,0,196,0,196,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,196,0,16,0,0,0,0
Apparel & Accessories,,Thursday,,1744,auto-confirm@amazon.in,skechers,9,171-5790388-4833929,26-09-2019 02:17:46 am,,,Amazon,533211,,Kindle Retail,cspjw2li,0,0,3299,0,3299,0,0,,33.9,0,0,0,0,0,1,0,,3299,1,0,0,40,,3299,0,2,33.9,0,0,0
Health & Beauty,,Saturday,,49909,auto-confirm@amazon.in,spruce shave club,10,171-5791318-8021131,05-10-2019 04:54:56 am,,,Amazon,146105,,Spruce Shave Club,csmj7cd9,0,0,299,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,,299,0,4,0,0,0,0
Apparel & Accessories,,Monday,,1077,auto-confirm@amazon.in,avant,11,171-5807083-4621140,11-11-2019 06:44:46 am,,,Amazon,173229,,Relentless Sports,cs8tztrr,0,0,599,0,599,0,0,,0,0,0,0,0,0,1,0,,599,1,0,0,40,,599,0,6,0,0,0,0
Apparel & Accessories,Bhiwandi,Sunday,,2439,auto-confirm@amazon.in,anni designer,9,171-5826765-8180303,29-09-2019 07:07:39 am,,,Amazon,421304,,Cloudtail India,cs8tzto0,0,0,387,0,427,0,0,,0,0,0,0,0,0,1,0,,427,1,0,0,40,,387,0,7,0,0,0,0
Home & Garden,,Wednesday,,2062,auto-confirm@amazon.in,fiddlys,10,171-5832921-2966705,30-10-2019 07:32:25 am,,,Amazon,173229,,Cloudtail India,cswepzrw,0,0,189,0,229,0,0,,0,0,0,0,0,0,1,0,,229,1,0,0,40,,189,0,7,0,0,0,0
Electronics,Akola,Sunday,,933,auto-confirm@amazon.in,epause,6,171-5836255-4639561,23-06-2019 10:40:41 am,,,Amazon,444005,,ePause,crhufd32,0,0,799,0,799,0,0,,0,0,0,0,0,0,1,0,,799,1,0,0,40,,799,0,10,0,0,0,0
